Source,Target,Type
184336379,287735636,directed
64442255185,287735636,directed
68275116707,287735636,directed
50421051445,287735636,directed
45655993334,287735636,directed
11371504919,287735636,directed
8301082447,287735636,directed
1257580481,287735636,directed
61597623339,287735636,directed
213020558,287735636,directed
4781219636,287735636,directed
30046528463,287735636,directed
48194617053,287735636,directed
1608659315,287735636,directed
310335286,287735636,directed
65892171221,287735636,directed
26819733465,287735636,directed
70833407083,45251359414,directed
1498198162,45251359414,directed
69439303325,45251359414,directed
324275094,45251359414,directed
289398212,45251359414,directed
240317403,45251359414,directed
67040302003,45251359414,directed
47435386274,45251359414,directed
49361997517,45251359414,directed
8688320755,45251359414,directed
206768794,45251359414,directed
266200803,45251359414,directed
4346093962,45251359414,directed
386734533,45251359414,directed
5919064361,45251359414,directed
979810480,45251359414,directed
1403483604,45251359414,directed
15981130166,45251359414,directed
561322094,45251359414,directed
30763173,45251359414,directed
13837255,366976747,directed
1993758966,366976747,directed
1822670071,366976747,directed
66960872909,366976747,directed
501121856,366976747,directed
6632697221,366976747,directed
1095703675,366976747,directed
539035381,366976747,directed
193880589,366976747,directed
42453959,366976747,directed
280482155,366976747,directed
903217723,366976747,directed
62670943248,366976747,directed
47150930950,366976747,directed
2329101266,366976747,directed
3286141387,366976747,directed
1148494004,366976747,directed
2055491957,366976747,directed
5341213921,366976747,directed
8790178,366976747,directed
2098122509,4087674645,directed
22444837,4087674645,directed
30582136,4087674645,directed
67178427043,4087674645,directed
440514098,4087674645,directed
68418497052,4087674645,directed
1972924646,4087674645,directed
55685972390,4087674645,directed
56333108643,4087674645,directed
229673289,4087674645,directed
354252867,4087674645,directed
568268890,4087674645,directed
45249313304,4087674645,directed
6949956925,4087674645,directed
1200079734,4087674645,directed
6245104,4087674645,directed
456466678,4087674645,directed
257618354,4087674645,directed
31521987,4087674645,directed
53903923865,4087674645,directed
68109038131,68984365537,directed
10877464550,68984365537,directed
66911495225,6878050081,directed
413958966,6878050081,directed
6310582298,6878050081,directed
33668344041,6878050081,directed
1483220157,6878050081,directed
1411828558,6878050081,directed
1341262641,6878050081,directed
1493632251,6878050081,directed
2008905052,6878050081,directed
1650699255,6878050081,directed
52595425886,6878050081,directed
3625049993,6878050081,directed
7121450190,6878050081,directed
50304020493,6878050081,directed
32662051,6878050081,directed
5628867034,6878050081,directed
1464203245,6878050081,directed
288304121,6878050081,directed
235810559,6878050081,directed
4806157199,6878050081,directed
46225574979,29638351817,directed
18788788,29638351817,directed
13370922940,29638351817,directed
33292641767,29638351817,directed
37592122525,29638351817,directed
4466845768,29638351817,directed
36340501701,29638351817,directed
35093077936,29638351817,directed
13777573839,29638351817,directed
7735329491,29638351817,directed
519987173,29638351817,directed
17767220170,29638351817,directed
61068929990,29638351817,directed
48588405363,29638351817,directed
5353269817,29638351817,directed
506628917,29638351817,directed
31846429548,29638351817,directed
384871277,29638351817,directed
5920476740,29638351817,directed
17567912790,29638351817,directed
60426783091,66760511972,directed
496304487,66760511972,directed
1972181339,66760511972,directed
54443723071,66760511972,directed
324187322,66760511972,directed
56893880024,66760511972,directed
446422022,66760511972,directed
3243630567,63239577581,directed
5762088464,63239577581,directed
59925032266,63239577581,directed
69397239112,63557736229,directed
209471233,63557736229,directed
8363417557,63557736229,directed
65875870649,5660858113,directed
8485479221,5660858113,directed
56339727352,5660858113,directed
28754975622,5660858113,directed
11295022046,12529445915,directed
36020524631,12529445915,directed
9397146733,12529445915,directed
44927803651,12529445915,directed
38512187482,12529445915,directed
4993843228,12529445915,directed
49408071323,12529445915,directed
4535680292,12529445915,directed
56946583636,12529445915,directed
5972079171,12529445915,directed
37280139333,12529445915,directed
50103347751,12529445915,directed
68844755729,12529445915,directed
2247232901,12529445915,directed
64352124450,12529445915,directed
65584067977,12529445915,directed
64715578568,12529445915,directed
14896324,12529445915,directed
56578292229,12529445915,directed
58130281434,12529445915,directed
69554159744,5400136429,directed
4623219081,5400136429,directed
3988285102,5400136429,directed
5509744779,5400136429,directed
5386938276,5400136429,directed
15718464658,5400136429,directed
2028704773,5400136429,directed
1506419508,5400136429,directed
7458880731,5400136429,directed
32533230234,5400136429,directed
2323591678,5400136429,directed
3949804665,5400136429,directed
3308911195,5400136429,directed
3603882111,5400136429,directed
6516082979,5400136429,directed
9151172358,5400136429,directed
4682460227,5400136429,directed
1560035930,5400136429,directed
4199479107,5400136429,directed
4105769048,5400136429,directed
46758653529,67550048952,directed
2247760404,67550048952,directed
312719783,67550048952,directed
58748243338,67550048952,directed
59925032266,67550048952,directed
53775718854,67550048952,directed
61874455026,67550048952,directed
64397151408,67550048952,directed
1144541884,67550048952,directed
1618159939,67550048952,directed
55985759620,67550048952,directed
204548484,37190073,directed
3227038719,37190073,directed
45150881858,37190073,directed
289480337,37190073,directed
274346908,37190073,directed
8318531918,37190073,directed
60645747248,37190073,directed
210331594,37190073,directed
245033854,37190073,directed
42967504,37190073,directed
5455809971,37190073,directed
252836069,37190073,directed
474644228,37190073,directed
31597482593,37190073,directed
1519146508,37190073,directed
66280173961,37190073,directed
1651785550,37190073,directed
2980025148,37190073,directed
65776861421,37190073,directed
60695497887,37190073,directed
18585911115,55054715543,directed
3486482812,55054715543,directed
42532236046,55054715543,directed
2020715637,55054715543,directed
10668227029,55054715543,directed
7166702361,55054715543,directed
68836181165,55054715543,directed
7074502946,55054715543,directed
3521170697,55054715543,directed
51973118971,55054715543,directed
54549977784,55054715543,directed
43894696787,55054715543,directed
66386179226,55054715543,directed
60656120821,55054715543,directed
5999102445,55054715543,directed
325550566,55054715543,directed
55256481446,55054715543,directed
68533921301,55054715543,directed
63303386023,55054715543,directed
56834196748,55054715543,directed
65924026706,5712595020,directed
6567074103,5712595020,directed
54315445044,5712595020,directed
6862173652,5712595020,directed
67551059488,5712595020,directed
52480987197,5712595020,directed
8689843803,5712595020,directed
45056149406,5712595020,directed
54722258532,5712595020,directed
56168305892,5712595020,directed
33186549055,5712595020,directed
51198086176,5712595020,directed
4820949012,5712595020,directed
67732225512,5712595020,directed
48451549811,5712595020,directed
31361448774,5712595020,directed
4869469157,5712595020,directed
2729498448,5712595020,directed
3513932626,5712595020,directed
6239480414,5712595020,directed
70466291871,2072239576,directed
5701558535,2072239576,directed
2197936201,2072239576,directed
27969018652,2072239576,directed
5458700073,2072239576,directed
66379805539,2072239576,directed
60577740557,2072239576,directed
9400038627,2072239576,directed
47396718428,2072239576,directed
187701607,2072239576,directed
40752466,2072239576,directed
2277496881,2072239576,directed
449835971,2072239576,directed
370320389,2072239576,directed
3437675519,2072239576,directed
56819726368,2072239576,directed
224438163,2072239576,directed
9480998085,2072239576,directed
43050409100,2072239576,directed
11833690,2072239576,directed
28141243125,44216523887,directed
4690751875,44216523887,directed
1539153747,44216523887,directed
6059258918,44216523887,directed
765638507,44216523887,directed
22495605659,44216523887,directed
7081344577,44216523887,directed
364029922,44216523887,directed
708865036,44216523887,directed
1915099382,44216523887,directed
331894412,44216523887,directed
5717154041,44216523887,directed
45185208196,44216523887,directed
8270156598,44216523887,directed
59459179638,44216523887,directed
6035840619,44216523887,directed
6009942770,44216523887,directed
1582321347,44216523887,directed
12731772578,44216523887,directed
4748967370,44216523887,directed
39313708645,4088437626,directed
705790491,4088437626,directed
27232723823,4088437626,directed
4928444816,4088437626,directed
36793997567,4088437626,directed
3886228499,4088437626,directed
26506365147,4088437626,directed
19472584062,4088437626,directed
6568863317,4088437626,directed
34649432392,4088437626,directed
46230201601,4088437626,directed
465072786,4088437626,directed
8488131626,4088437626,directed
39217802089,4088437626,directed
8139029989,4088437626,directed
29535880803,4088437626,directed
4050281104,4088437626,directed
5825661761,4088437626,directed
21310447822,4088437626,directed
46742847088,4088437626,directed
4646852839,67510726400,directed
45614649316,67510726400,directed
32959044024,67510726400,directed
61687107887,67510726400,directed
64025200908,67510726400,directed
28976162595,67510726400,directed
1918598250,67510726400,directed
24869811037,67510726400,directed
61224452829,67510726400,directed
65475619045,67510726400,directed
64479850284,67510726400,directed
4475103349,67510726400,directed
45324348291,67510726400,directed
3920769955,67510726400,directed
48412216596,67510726400,directed
1645850766,67510726400,directed
60645747248,67510726400,directed
3737786080,67510726400,directed
19312973568,67510726400,directed
68487386558,67510726400,directed
10677672715,3553641336,directed
65563514887,3553641336,directed
55892159992,3553641336,directed
6804393676,3553641336,directed
31892643,3553641336,directed
1421972541,3553641336,directed
309011193,3553641336,directed
25575206545,56618732938,directed
4300761586,56618732938,directed
3563902425,56618732938,directed
8902166216,56618732938,directed
45073648534,56618732938,directed
8231047393,56618732938,directed
6043359975,56618732938,directed
2187796443,56618732938,directed
32263914571,56618732938,directed
66601428527,56618732938,directed
1514971566,56618732938,directed
46231432813,56618732938,directed
32432921683,56618732938,directed
52236650393,56618732938,directed
58300574744,56618732938,directed
64146040787,56618732938,directed
3197484383,56618732938,directed
3610339091,56618732938,directed
57555415492,56618732938,directed
8594266517,56618732938,directed
66300619694,67981302966,directed
66884154477,67981302966,directed
66116094323,67981302966,directed
67306847998,67981302966,directed
69676084001,67981302966,directed
65955274072,67981302966,directed
68817882368,67981302966,directed
63426264501,67981302966,directed
54816243862,67981302966,directed
68364093609,67981302966,directed
58031585047,67981302966,directed
63748325412,67981302966,directed
3143336207,67981302966,directed
68907309158,67981302966,directed
67581498476,67981302966,directed
65360210258,67981302966,directed
65069732019,67981302966,directed
6101725118,67981302966,directed
68376776562,67981302966,directed
68928254240,67981302966,directed
30819263470,59804633722,directed
60359331657,59804633722,directed
52814175577,59804633722,directed
518204463,59804633722,directed
55956478691,59804633722,directed
176614244,59804633722,directed
216625962,59804633722,directed
3077387019,59804633722,directed
408779433,59804633722,directed
60617842707,59804633722,directed
7286007552,59804633722,directed
2139913255,59804633722,directed
1367819831,59804633722,directed
6250204267,59804633722,directed
1473847466,59804633722,directed
8312155696,59804633722,directed
4181019950,59804633722,directed
59064734684,59804633722,directed
1315449561,59804633722,directed
6186668164,59804633722,directed
3533587991,1067168621,directed
1981558967,1067168621,directed
361173237,1067168621,directed
254590799,1067168621,directed
1594515588,1067168621,directed
802863729,1067168621,directed
1811367226,1067168621,directed
3180238953,1067168621,directed
49566193790,1067168621,directed
2345912783,1067168621,directed
6975223458,1067168621,directed
607994152,1067168621,directed
1421965459,1067168621,directed
56118502087,1067168621,directed
61269313770,1067168621,directed
7102879768,1067168621,directed
967945128,1067168621,directed
2365492823,1067168621,directed
2150261884,1067168621,directed
414800997,1067168621,directed
2138605282,5497319436,directed
1923605537,5497319436,directed
62213355112,5497319436,directed
2226723806,5497319436,directed
36082316293,5497319436,directed
42504396026,5497319436,directed
1641151308,5497319436,directed
458574370,5497319436,directed
38995026693,5497319436,directed
14589736216,5497319436,directed
15729140043,5497319436,directed
2245175815,5497319436,directed
67929500088,5497319436,directed
57982694279,5497319436,directed
16505000933,5497319436,directed
48903295800,5497319436,directed
48620225659,5497319436,directed
47790775745,5497319436,directed
44889941934,5497319436,directed
31726487288,5497319436,directed
60903249145,55950062280,directed
182065788,55950062280,directed
60517346435,55950062280,directed
55159766779,55950062280,directed
177287367,52225947,directed
66560792513,52225947,directed
55992144592,52225947,directed
17466111,52225947,directed
51887442799,52225947,directed
31477972872,52225947,directed
183018326,52225947,directed
694728626,52225947,directed
4250951751,52225947,directed
17688293648,52225947,directed
4515793781,52225947,directed
1956980265,52225947,directed
7910486771,52225947,directed
3174512836,52225947,directed
44289963084,52225947,directed
1650388086,52225947,directed
6116447575,52225947,directed
28463849018,52225947,directed
35154393828,52225947,directed
673317401,52225947,directed
2945467521,7962220044,directed
3927836780,7962220044,directed
186725204,7962220044,directed
6342647945,7962220044,directed
68836181165,7962220044,directed
61205166713,7962220044,directed
56683068424,7962220044,directed
39903267395,7962220044,directed
59866725225,7962220044,directed
59471240401,7962220044,directed
59250304692,7962220044,directed
60721121735,7962220044,directed
17165129543,7962220044,directed
67830457201,7962220044,directed
3677264834,7962220044,directed
52615654140,7962220044,directed
58927334143,7962220044,directed
2166290178,7962220044,directed
9269057890,7962220044,directed
59690387017,7962220044,directed
39617161999,52210831371,directed
3094565339,52210831371,directed
57102356208,52210831371,directed
42059810496,52210831371,directed
48844252321,52210831371,directed
1792546843,52210831371,directed
49111999383,52210831371,directed
68450325249,52210831371,directed
5795462585,52210831371,directed
50999629651,52210831371,directed
9294374440,52210831371,directed
12524099555,52210831371,directed
57601200379,52210831371,directed
48244383809,52210831371,directed
12368944822,52210831371,directed
7285591735,52210831371,directed
17471598526,52210831371,directed
58430726675,52210831371,directed
59763827395,52210831371,directed
4266559502,52210831371,directed
52654928636,36080163914,directed
55596200037,36080163914,directed
5079064,36080163914,directed
3082801022,36080163914,directed
45372214979,36080163914,directed
12120663154,36080163914,directed
10430765476,36080163914,directed
9864267861,36080163914,directed
9630836905,36080163914,directed
9073598387,36080163914,directed
6969474997,36080163914,directed
6832138346,36080163914,directed
6184529240,36080163914,directed
5533331750,36080163914,directed
3643417466,36080163914,directed
2670394701,36080163914,directed
2186619406,36080163914,directed
52859279,36080163914,directed
254777413,36080163914,directed
26248447,1388398243,directed
6661165539,1388398243,directed
21761139,1388398243,directed
11795153,1388398243,directed
846605973,1388398243,directed
10608084435,1388398243,directed
5567537953,1388398243,directed
5860903145,1388398243,directed
1947413567,1388398243,directed
4247149,1388398243,directed
8559114184,1388398243,directed
1451911841,1388398243,directed
357455057,1388398243,directed
275921369,1388398243,directed
2610175327,1388398243,directed
196482573,1388398243,directed
1704485996,1388398243,directed
225199470,1388398243,directed
2016528662,1388398243,directed
45613691522,1388398243,directed
67145852776,47528567825,directed
64507436774,47528567825,directed
2205943781,47528567825,directed
60155620379,47528567825,directed
66879838331,47528567825,directed
66939262059,47528567825,directed
69323575764,47528567825,directed
68192426567,47528567825,directed
69574493286,47528567825,directed
267416996,47528567825,directed
62904271805,47528567825,directed
67025730150,47528567825,directed
64729106252,47528567825,directed
69664364543,47528567825,directed
65236883921,47528567825,directed
3136219127,47528567825,directed
49155530980,47528567825,directed
69774466054,47528567825,directed
70824973828,47528567825,directed
69676076761,47528567825,directed
38512187482,41716289229,directed
51189278427,41716289229,directed
42787627985,41716289229,directed
2064212938,41716289229,directed
51692610374,41716289229,directed
52355650642,41716289229,directed
54988635956,41716289229,directed
50965520039,41716289229,directed
4267184094,41716289229,directed
1617166123,41716289229,directed
3315899159,41716289229,directed
65923950928,41716289229,directed
1950625348,41716289229,directed
39218915265,41716289229,directed
39313129417,41716289229,directed
51409885115,41716289229,directed
70097797628,41716289229,directed
6925264022,41716289229,directed
11433017925,41716289229,directed
9138321808,41716289229,directed
224020257,3609034404,directed
40376842,3609034404,directed
23210805731,3609034404,directed
213870509,3609034404,directed
30882727,3609034404,directed
345063610,3609034404,directed
5478458912,3609034404,directed
203896733,3609034404,directed
224528904,3609034404,directed
7948050453,3609034404,directed
244578449,3609034404,directed
261278470,3609034404,directed
16115474,3609034404,directed
31190616,3609034404,directed
515999708,3609034404,directed
194788045,3609034404,directed
22149093,3609034404,directed
428342667,3609034404,directed
38580029593,3609034404,directed
16373304,3609034404,directed
700999463,3609034404,directed
8316257575,3609034404,directed
1173683578,3609034404,directed
217409677,3609034404,directed
336209525,3609034404,directed
7054492945,3609034404,directed
211587649,3609034404,directed
28629493,3609034404,directed
8616138175,3609034404,directed
30147065,3609034404,directed
42974140873,3609034404,directed
32231515399,3609034404,directed
69721843245,3609034404,directed
8093556,3609034404,directed
8977568,3609034404,directed
60700527818,3609034404,directed
70375325164,3609034404,directed
49064159615,3609034404,directed
31753199027,3609034404,directed
5090357714,3609034404,directed
4920668,3609034404,directed
226493718,3609034404,directed
28188919,3609034404,directed
7006222128,3609034404,directed
1210306315,3609034404,directed
43201328,3609034404,directed
296601530,3609034404,directed
174089886,3609034404,directed
35678703,3609034404,directed
2202783136,3609034404,directed
1932679795,421454023,directed
191100329,421454023,directed
1188234698,421454023,directed
454202020,421454023,directed
11892051586,421454023,directed
449424,421454023,directed
284707209,421454023,directed
2026705869,421454023,directed
27404883,421454023,directed
4296240224,421454023,directed
1700083927,421454023,directed
52731014,421454023,directed
184801999,421454023,directed
5258041,421454023,directed
46575492,421454023,directed
1323650,421454023,directed
62340158153,421454023,directed
1491422639,421454023,directed
2118173040,421454023,directed
60688570910,421454023,directed
29998644,177503479,directed
17543436023,177503479,directed
6077982978,177503479,directed
6942227881,177503479,directed
594013673,177503479,directed
13522813,177503479,directed
311234849,177503479,directed
13542962,177503479,directed
3934670247,177503479,directed
43281845,177503479,directed
310354770,177503479,directed
4257388141,177503479,directed
176885154,177503479,directed
189153275,177503479,directed
2040631338,177503479,directed
18921163,177503479,directed
6916069567,177503479,directed
358173943,177503479,directed
296500980,177503479,directed
442847380,177503479,directed
13768669826,3103895151,directed
1141597000,3103895151,directed
6918270065,3103895151,directed
22634309099,3103895151,directed
3070032672,3103895151,directed
64338096698,3103895151,directed
7258135,3103895151,directed
3860211973,3103895151,directed
1490242580,3103895151,directed
44184650733,3103895151,directed
3009966326,3103895151,directed
5455735,3103895151,directed
3681341621,3103895151,directed
28604603736,3103895151,directed
2140850528,3103895151,directed
52669684359,3103895151,directed
8378034888,3103895151,directed
3433602946,3103895151,directed
35154543,3103895151,directed
2371944023,3103895151,directed
61357523388,69275692313,directed
206000925,3068226974,directed
45922171710,3068226974,directed
6105495675,3068226974,directed
855453574,3068226974,directed
52623997111,3068226974,directed
3265127577,3068226974,directed
9972244855,3068226974,directed
52582503490,3068226974,directed
332352475,3068226974,directed
2122702430,3068226974,directed
60423228852,3068226974,directed
14969788407,3068226974,directed
466983373,3068226974,directed
68080951805,3068226974,directed
70430821364,3068226974,directed
1345907035,3068226974,directed
17177486,3068226974,directed
44748571795,3068226974,directed
39841787802,3068226974,directed
1809338861,3068226974,directed
64596869069,51610140850,directed
59598782305,51610140850,directed
234156149,51610140850,directed
57844592077,51610140850,directed
5838965108,51610140850,directed
3958310465,51610140850,directed
65761037717,51610140850,directed
1244391835,51610140850,directed
181691608,51610140850,directed
34372573104,51610140850,directed
5855416787,51610140850,directed
3031665609,51610140850,directed
31142449,51610140850,directed
8785773263,51610140850,directed
7603808755,51610140850,directed
1205071348,51610140850,directed
212607800,51610140850,directed
7113914873,51610140850,directed
46872930119,51610140850,directed
5962071888,51610140850,directed
601647708,56848808231,directed
58781513062,56848808231,directed
63806006343,56848808231,directed
57337236905,56848808231,directed
64639924682,56848808231,directed
64274889881,56848808231,directed
55552938441,56848808231,directed
8208263148,56848808231,directed
8652124901,56848808231,directed
69745931105,56848808231,directed
2257069745,56848808231,directed
69613075241,56848808231,directed
69374957503,56848808231,directed
1557082936,56848808231,directed
35385824,56848808231,directed
65979794021,56848808231,directed
4997176151,56848808231,directed
66860469467,56848808231,directed
29195855252,56848808231,directed
63960935597,56848808231,directed
2007308903,8494075081,directed
34660931924,8494075081,directed
63939062833,8494075081,directed
52383525317,8494075081,directed
1362437337,8494075081,directed
50226796806,8494075081,directed
5489050751,8494075081,directed
1057997067,8494075081,directed
5796738169,8494075081,directed
4670858,8494075081,directed
9152596356,8494075081,directed
58772612933,8494075081,directed
66440459711,8494075081,directed
60900509477,8494075081,directed
69566183262,8494075081,directed
1317411350,8494075081,directed
3566989876,8494075081,directed
3575424255,8494075081,directed
70460123322,8494075081,directed
68843215506,8494075081,directed
26038936,30811574,directed
10802906,30811574,directed
46630439247,30811574,directed
24381461,30811574,directed
3967024,30811574,directed
350913743,30811574,directed
9690732,30811574,directed
4138359678,30811574,directed
281210167,30811574,directed
225263624,30811574,directed
175524541,30811574,directed
1720500762,30811574,directed
57887321216,30811574,directed
4265885301,30811574,directed
49334373212,30811574,directed
6491256720,30811574,directed
249161029,30811574,directed
10084736222,30811574,directed
3149806824,30811574,directed
58444223018,30811574,directed
26445787317,59366480521,directed
54530031837,59366480521,directed
3553776442,59366480521,directed
59906368095,59366480521,directed
44915699079,59366480521,directed
22947363606,59366480521,directed
60221855096,59366480521,directed
60121954286,59366480521,directed
49348542035,59366480521,directed
47554498585,59366480521,directed
5470886159,59366480521,directed
64835586493,59366480521,directed
61106896037,59366480521,directed
60635644245,59366480521,directed
60565363043,59366480521,directed
60256301278,59366480521,directed
60203095810,59366480521,directed
59846947548,59366480521,directed
59604613147,59366480521,directed
59532010700,59366480521,directed
66961666611,40048958,directed
9794626581,40048958,directed
70888467385,40048958,directed
64226002801,40048958,directed
5008722332,40048958,directed
8487804456,40048958,directed
2186436898,40048958,directed
245042573,40048958,directed
2319925251,40048958,directed
57512010016,40048958,directed
1930469017,40048958,directed
58636822970,40048958,directed
70466291871,40048958,directed
8324339904,40048958,directed
5922511579,40048958,directed
47424771098,40048958,directed
56244039694,40048958,directed
59557953864,40048958,directed
4299668472,40048958,directed
14187204,40048958,directed
66366009016,33678566930,directed
47791911979,33678566930,directed
540703655,33678566930,directed
58157172815,33678566930,directed
1427568646,33678566930,directed
52695929758,33678566930,directed
1286483752,33678566930,directed
9204817486,33678566930,directed
3666881995,33678566930,directed
30353137680,33678566930,directed
1158335226,33678566930,directed
26207685790,33678566930,directed
55979598526,33678566930,directed
3451558714,33678566930,directed
59784289226,33678566930,directed
8291786396,33678566930,directed
375919631,33678566930,directed
7175822607,33678566930,directed
43619790377,33678566930,directed
960150455,33678566930,directed
4242245838,68185943293,directed
2218395028,68185943293,directed
27231653967,68185943293,directed
328259459,68185943293,directed
50115997241,68185943293,directed
7547461894,68185943293,directed
200024022,68185943293,directed
5807329215,68185943293,directed
1317608919,68185943293,directed
1054642818,68185943293,directed
39632708162,68185943293,directed
5682948533,68185943293,directed
3572675593,68185943293,directed
6919794009,68185943293,directed
4078004015,68185943293,directed
52979036967,68185943293,directed
1716832390,68185943293,directed
8178062915,68185943293,directed
56424126870,68185943293,directed
68342256165,68185943293,directed
67825008803,45262101356,directed
16032101090,45262101356,directed
3079122572,45262101356,directed
60513758665,45262101356,directed
3978282238,45262101356,directed
57607155268,45262101356,directed
3255686800,45262101356,directed
8054207560,45262101356,directed
54509260128,45262101356,directed
4521989681,45262101356,directed
58487794577,45262101356,directed
13984393298,45262101356,directed
39317598994,45262101356,directed
47616481034,45262101356,directed
53113540089,45262101356,directed
1595801368,45262101356,directed
68088288317,45262101356,directed
52052755597,45262101356,directed
25589760834,45262101356,directed
7087065927,45262101356,directed
66665554480,65801655839,directed
40593413754,65801655839,directed
61382659402,65801655839,directed
9888020964,65801655839,directed
274290886,65801655839,directed
64596969135,65801655839,directed
66608033760,65801655839,directed
2647515863,65801655839,directed
34919304248,65801655839,directed
65792311205,65801655839,directed
579503838,65801655839,directed
64392334560,65801655839,directed
175739310,65801655839,directed
47250721246,65801655839,directed
64689333507,65801655839,directed
60528394568,65801655839,directed
65628908766,65801655839,directed
63729556166,65801655839,directed
65085755437,65801655839,directed
63178237422,65801655839,directed
4157774647,406024403,directed
3167841961,406024403,directed
229243958,406024403,directed
1564197649,406024403,directed
242531602,406024403,directed
1305957,406024403,directed
383317285,406024403,directed
50034231542,406024403,directed
5691428873,406024403,directed
5322702953,406024403,directed
3167250227,406024403,directed
781369079,406024403,directed
240695807,406024403,directed
446583224,406024403,directed
522676403,406024403,directed
47463141,406024403,directed
270758518,406024403,directed
507041624,406024403,directed
17761536,406024403,directed
1074392452,406024403,directed
190996049,37052383249,directed
67609262301,37052383249,directed
67025730150,37052383249,directed
69474045690,37052383249,directed
65924614114,37052383249,directed
45441866784,37052383249,directed
39708092502,37052383249,directed
13544809668,37052383249,directed
3005555623,37052383249,directed
53653425585,37052383249,directed
29848769179,37052383249,directed
64116497476,37052383249,directed
66727804168,37052383249,directed
34268362015,37052383249,directed
8368458302,37052383249,directed
67484466857,37052383249,directed
69440104700,37052383249,directed
62619594223,37052383249,directed
5636827285,37052383249,directed
46928112975,37052383249,directed
707660119,2000074319,directed
59387920763,2000074319,directed
46801455208,2000074319,directed
208752526,2000074319,directed
32831495224,2000074319,directed
1460058752,2000074319,directed
1310230,2000074319,directed
310615243,2000074319,directed
1429094483,2000074319,directed
19986148,2000074319,directed
45561294474,2000074319,directed
47050672390,2000074319,directed
15396160546,2000074319,directed
67730597292,2000074319,directed
692755105,2000074319,directed
204590723,2000074319,directed
3662753812,2000074319,directed
62198283990,2000074319,directed
144820486,2000074319,directed
499423803,2000074319,directed
45866988824,20867368,directed
65801546275,20867368,directed
70019649673,20867368,directed
48906675208,20867368,directed
5732478422,20867368,directed
254786131,20867368,directed
54100560427,20867368,directed
1416007159,20867368,directed
56977424736,20867368,directed
11146009085,20867368,directed
8553193481,20867368,directed
56315063665,20867368,directed
60766392769,20867368,directed
14250334,20867368,directed
65848254059,20867368,directed
1461352631,20867368,directed
22032193,20867368,directed
5457311044,20867368,directed
62411997746,20867368,directed
467439500,20867368,directed
3170114860,197622247,directed
205203290,197622247,directed
63204129700,197622247,directed
57603565010,197622247,directed
27537364740,197622247,directed
3520799878,197622247,directed
35619734934,197622247,directed
5994263981,197622247,directed
60495094882,197622247,directed
3450979217,197622247,directed
54983788278,197622247,directed
1480608260,197622247,directed
6799230540,197622247,directed
1283672706,197622247,directed
286306179,197622247,directed
11844827,197622247,directed
194949130,197622247,directed
55058117,197622247,directed
51183909857,197622247,directed
3550703531,197622247,directed
68455506619,197622247,directed
41310010933,197622247,directed
3979221556,197622247,directed
32337554,197622247,directed
62400271552,197622247,directed
4605938488,197622247,directed
5801543532,197622247,directed
30293022,197622247,directed
2054967322,197622247,directed
26386574,197622247,directed
7482265110,197622247,directed
447434301,197622247,directed
6993712975,197622247,directed
4286452662,197622247,directed
45855739697,197622247,directed
338822155,197622247,directed
63194352646,197622247,directed
462719432,197622247,directed
367304096,197622247,directed
7318268658,197622247,directed
32533226006,197622247,directed
24993384,197622247,directed
3586779370,197622247,directed
8611448225,197622247,directed
2067020752,197622247,directed
30421879474,197622247,directed
184447638,197622247,directed
33252797763,197622247,directed
304433210,197622247,directed
6166961941,197622247,directed
17783679382,1137809438,directed
59453160969,1137809438,directed
3631266,1137809438,directed
717284946,1137809438,directed
6726396490,1137809438,directed
52622177074,1137809438,directed
50665697783,1137809438,directed
41273782,1137809438,directed
56038084982,1137809438,directed
205416914,1137809438,directed
32703468602,1137809438,directed
57333258983,1137809438,directed
502828573,1137809438,directed
3558182938,1137809438,directed
3474373810,1137809438,directed
9517177111,1137809438,directed
2410244910,1137809438,directed
48969775,1137809438,directed
68202461433,1137809438,directed
50040279687,1137809438,directed
68321728601,510647345,directed
65088481347,510647345,directed
26286406533,510647345,directed
3818754347,510647345,directed
56195218788,510647345,directed
1833318112,510647345,directed
235118854,510647345,directed
16913370422,510647345,directed
68361762602,510647345,directed
2230349964,510647345,directed
11796132,510647345,directed
46759978204,510647345,directed
52272525803,510647345,directed
8626199260,510647345,directed
2223441954,510647345,directed
2961746559,510647345,directed
6928416022,510647345,directed
49546208328,510647345,directed
48167735,510647345,directed
2230343760,510647345,directed
318307189,10156229582,directed
28728908176,10156229582,directed
41811548808,10156229582,directed
5592673068,10156229582,directed
61719369978,10156229582,directed
65261741243,10156229582,directed
21606598,10156229582,directed
61720215625,10156229582,directed
553660783,10156229582,directed
66820839331,10156229582,directed
1352322106,10156229582,directed
2135048281,10156229582,directed
44050803774,10156229582,directed
48873572792,10156229582,directed
63583470977,10156229582,directed
248896576,10156229582,directed
210919436,10156229582,directed
1765935779,10156229582,directed
66330271057,10156229582,directed
194666395,10156229582,directed
2145029439,10156229582,directed
65005060519,10156229582,directed
64337687111,10156229582,directed
270266922,10156229582,directed
1733819775,10156229582,directed
9389205674,10156229582,directed
3103831158,10156229582,directed
5368590524,10156229582,directed
1600286119,10156229582,directed
68163794256,10156229582,directed
16675695502,10156229582,directed
8936103855,10156229582,directed
1353818885,10156229582,directed
2368475140,10156229582,directed
66561403639,10156229582,directed
2211398727,10156229582,directed
54733827329,10156229582,directed
