Source,Target,Type
56201789017,31547190304,directed
8577298540,31547190304,directed
46170184176,31547190304,directed
2905231255,31547190304,directed
3028426992,2024680717,directed
1549657597,2024680717,directed
4224246919,2024680717,directed
61215500571,2024680717,directed
70214257938,2024680717,directed
70842024879,2024680717,directed
61500212052,2024680717,directed
27145007042,2024680717,directed
36988673415,2024680717,directed
54211507755,2024680717,directed
44704697,2024680717,directed
68973123650,2024680717,directed
52668255357,2024680717,directed
67991946815,2024680717,directed
7984557454,2024680717,directed
2008178751,2024680717,directed
33156217012,2024680717,directed
50370580447,2024680717,directed
35799324291,2024680717,directed
64733530445,2024680717,directed
361401934,62814172960,directed
7458507047,62814172960,directed
47654844676,62814172960,directed
26885311,62814172960,directed
8647767843,62814172960,directed
67449097542,62814172960,directed
60349999834,62814172960,directed
39929300,62814172960,directed
3177531906,62814172960,directed
70590928916,62814172960,directed
1826947729,62814172960,directed
418167192,62814172960,directed
39897632,62814172960,directed
3169602806,62814172960,directed
44293212536,62814172960,directed
1751917742,62814172960,directed
308260982,62814172960,directed
64396767862,62814172960,directed
3296124263,62814172960,directed
8529114471,62814172960,directed
64827617133,67150679293,directed
53557878612,67150679293,directed
60564104390,67150679293,directed
50447373530,67150679293,directed
50340701728,67150679293,directed
5798486275,67150679293,directed
63848283899,67150679293,directed
19128307015,67150679293,directed
69765828061,67150679293,directed
66422437332,67150679293,directed
57269845293,67150679293,directed
3560050423,67150679293,directed
59120899036,67150679293,directed
5840735862,67150679293,directed
53307510191,67150679293,directed
37041320444,67150679293,directed
22740992706,67150679293,directed
70355192460,67150679293,directed
62545893179,67150679293,directed
3238701780,67150679293,directed
70859012090,41096781851,directed
70060879065,41096781851,directed
65173480148,41096781851,directed
6051222964,41096781851,directed
47063030,41096781851,directed
4064615149,41096781851,directed
69427449945,41096781851,directed
53892820343,41096781851,directed
14889281679,41096781851,directed
2223606297,41096781851,directed
45441447647,41096781851,directed
70565933509,41096781851,directed
60194348963,41096781851,directed
56367819325,41096781851,directed
49325457696,41096781851,directed
3261154510,41096781851,directed
7158518315,41096781851,directed
1259313668,41096781851,directed
51527903095,41096781851,directed
66311019730,41096781851,directed
61212167643,2138557447,directed
55556495097,2138557447,directed
18737263847,2138557447,directed
55815521450,2138557447,directed
356465666,2138557447,directed
4020228015,2138557447,directed
4006452024,2138557447,directed
206608402,2138557447,directed
3083807835,2138557447,directed
13786404111,2138557447,directed
2036236189,2138557447,directed
272523664,2138557447,directed
1944715885,2138557447,directed
5318331248,2138557447,directed
5893949640,2138557447,directed
49755804811,2138557447,directed
28206074543,2138557447,directed
1317977523,2138557447,directed
66757380452,2138557447,directed
54509260128,2138557447,directed
42555433298,9484249838,directed
10616358282,9484249838,directed
59770712712,9484249838,directed
55324902470,9484249838,directed
56827466906,9484249838,directed
32791505565,9484249838,directed
3490473229,9484249838,directed
1120982613,9484249838,directed
64761317576,9484249838,directed
63268182719,9484249838,directed
53722241845,9484249838,directed
8467253474,9484249838,directed
210449230,9484249838,directed
33393641668,9484249838,directed
58769595558,9484249838,directed
64056526405,9484249838,directed
1258256849,9484249838,directed
2647162507,9484249838,directed
5778228724,9484249838,directed
6063835004,9484249838,directed
70570702724,58532451533,directed
70370137711,58532451533,directed
64129011392,58532451533,directed
50694036432,58532451533,directed
68368276478,58532451533,directed
64669916686,58532451533,directed
65955112280,58532451533,directed
65638870157,58532451533,directed
53050232690,58532451533,directed
66501988387,58532451533,directed
66315640601,58532451533,directed
70104601067,58532451533,directed
69649218813,58532451533,directed
64085065614,58532451533,directed
68280360112,58532451533,directed
63375648219,58532451533,directed
67616092217,58532451533,directed
51163031924,58532451533,directed
70177079634,58532451533,directed
63013993815,58532451533,directed
57902148945,28739294,directed
3230603193,28739294,directed
1411262992,28739294,directed
646538157,28739294,directed
3913707563,28739294,directed
3022105655,28739294,directed
28707164,28739294,directed
174237756,28739294,directed
58573927228,28739294,directed
9016934,28739294,directed
2584197,28739294,directed
5110168649,28739294,directed
3586153242,28739294,directed
3172927111,28739294,directed
2356013772,28739294,directed
2929860728,28739294,directed
60121735372,28739294,directed
483994370,28739294,directed
60265904250,28739294,directed
1475199613,28739294,directed
3540530193,2539769,directed
3491424717,2539769,directed
4856095,2539769,directed
597132502,2539769,directed
191807874,2539769,directed
7011146698,2539769,directed
6794452745,2539769,directed
34995539,2539769,directed
607312083,2539769,directed
576790596,2539769,directed
235352562,2539769,directed
66840201766,2539769,directed
2218239309,2539769,directed
3168936769,2539769,directed
60550612961,2539769,directed
7444116533,2539769,directed
30133988878,2539769,directed
308856869,2539769,directed
35660438,2539769,directed
1966905946,2539769,directed
3259449439,2539769,directed
1130573133,2539769,directed
2436197516,2539769,directed
1366762191,2539769,directed
33629911188,2539769,directed
21906956822,2539769,directed
7793560819,2539769,directed
190156545,2539769,directed
8447803524,2539769,directed
3417998928,2539769,directed
70249823776,2539769,directed
34390049,2539769,directed
313873511,2539769,directed
44800411253,2539769,directed
42697776063,2539769,directed
5745157074,2539769,directed
41065760,2539769,directed
509739313,2539769,directed
61457073974,2539769,directed
410310559,2539769,directed
1570682490,2539769,directed
30592496,2539769,directed
268694752,2539769,directed
6254981066,2539769,directed
2119318372,2539769,directed
3396748,2539769,directed
4568715947,2539769,directed
8002585962,2539769,directed
47012191754,2539769,directed
38466853023,2539769,directed
2122484962,64807228516,directed
44541481923,64807228516,directed
67560283167,64807228516,directed
43330396086,64807228516,directed
63635839011,64807228516,directed
1723922222,64807228516,directed
70831637908,64807228516,directed
71042522991,64807228516,directed
2482885625,64807228516,directed
57676826190,64807228516,directed
52048577669,64807228516,directed
9402333503,64807228516,directed
69753243581,64807228516,directed
64616213855,64807228516,directed
2940460107,64807228516,directed
66568858919,64807228516,directed
50604632606,64807228516,directed
67576125052,64807228516,directed
6968797969,64807228516,directed
4138290365,64807228516,directed
48782107405,68082830987,directed
1301005406,68082830987,directed
177846288,68082830987,directed
3639447473,68082830987,directed
12035147479,68082830987,directed
4150932927,68082830987,directed
62997169252,68082830987,directed
67015492547,68082830987,directed
58199422283,68082830987,directed
209329853,68082830987,directed
48572269067,68082830987,directed
12528813,68082830987,directed
338380952,68082830987,directed
7081766168,68082830987,directed
3246476141,68082830987,directed
32670983345,68082830987,directed
237075302,68082830987,directed
7713310722,68082830987,directed
403044874,68082830987,directed
6166381135,68082830987,directed
6733728766,2562407768,directed
380630977,2562407768,directed
12272269347,2562407768,directed
68952922958,2562407768,directed
57133429671,2562407768,directed
2322684492,2562407768,directed
59674930480,2562407768,directed
66819814976,2562407768,directed
44477240314,2562407768,directed
8668758762,2562407768,directed
192886465,2562407768,directed
2183116177,2562407768,directed
352528813,2562407768,directed
42337571522,2562407768,directed
3872164138,2562407768,directed
60686267220,2562407768,directed
369604719,2562407768,directed
45695020893,2562407768,directed
58334996458,2562407768,directed
66579939189,2562407768,directed
47975142688,2562407768,directed
52326872497,2562407768,directed
58823781290,2562407768,directed
48265025450,2562407768,directed
70115976982,2562407768,directed
69363581629,2562407768,directed
70259633060,2562407768,directed
39330387046,2562407768,directed
48167488156,2562407768,directed
47590685063,2562407768,directed
296760505,2562407768,directed
61934201309,2562407768,directed
2934574586,2562407768,directed
18381297390,2562407768,directed
6198125222,2562407768,directed
62615827884,2562407768,directed
61106065952,2562407768,directed
64014550704,2562407768,directed
8309521687,2562407768,directed
1946330872,2562407768,directed
595277507,2562407768,directed
56359218866,2562407768,directed
4895051545,2562407768,directed
70243865075,2562407768,directed
60075158706,2562407768,directed
3068279165,2562407768,directed
3914458846,2562407768,directed
7560988274,2562407768,directed
5966612729,2562407768,directed
369327470,2562407768,directed
53812987908,15303155,directed
6673824195,15303155,directed
4523407362,15303155,directed
52382852287,15303155,directed
7774725370,15303155,directed
648810573,15303155,directed
20767500,15303155,directed
46656937415,15303155,directed
39843553963,15303155,directed
8507755594,15303155,directed
548360869,15303155,directed
3633348618,15303155,directed
1767344860,15303155,directed
1453592526,15303155,directed
2105408928,15303155,directed
642986148,15303155,directed
6734461801,15303155,directed
1672188800,15303155,directed
266333365,15303155,directed
1199619570,15303155,directed
174357669,1301081,directed
54487765009,1301081,directed
12513855812,1301081,directed
10633083321,1301081,directed
55383031913,1301081,directed
5663357006,1301081,directed
267867178,1301081,directed
69664529810,1301081,directed
1173608937,1301081,directed
314424746,1301081,directed
2179223276,1301081,directed
3254632920,1301081,directed
60046634005,1301081,directed
36999345,1301081,directed
544496497,1301081,directed
58468884376,1301081,directed
19117580922,1301081,directed
2038189456,1301081,directed
2244927357,1301081,directed
4424910581,1301081,directed
680249357,580468233,directed
69680131330,580468233,directed
2085142452,580468233,directed
1961600950,580468233,directed
60912906407,580468233,directed
282660286,580468233,directed
3105271843,580468233,directed
33971020145,580468233,directed
6024843,580468233,directed
190601173,580468233,directed
66680354472,580468233,directed
50406599096,580468233,directed
1547411548,580468233,directed
4636071678,580468233,directed
9609753378,580468233,directed
17543137092,580468233,directed
5495403514,580468233,directed
45297136638,580468233,directed
5519273441,580468233,directed
8382251925,580468233,directed
68653658762,7153840946,directed
7087126140,7153840946,directed
70345017715,7153840946,directed
70488722569,7153840946,directed
51963166689,7153840946,directed
51177845325,7153840946,directed
70369393413,7153840946,directed
453622043,7153840946,directed
70643653113,7153840946,directed
7425144320,7153840946,directed
69021497990,7153840946,directed
1110135349,7153840946,directed
70390947407,7153840946,directed
68220113032,7153840946,directed
15239608590,7153840946,directed
65187888893,7153840946,directed
6828238400,7153840946,directed
3616574711,7153840946,directed
45011170106,7153840946,directed
68741651288,7153840946,directed
1654324645,5482798333,directed
367452349,5482798333,directed
246781595,5482798333,directed
8155099389,5482798333,directed
2794310156,5482798333,directed
10436808431,5482798333,directed
4559611314,5482798333,directed
4041269984,5482798333,directed
6892397141,5482798333,directed
45031702508,5482798333,directed
795022153,5482798333,directed
5749929432,5482798333,directed
2281363109,5482798333,directed
5993763866,5482798333,directed
21656917073,5482798333,directed
3556710389,5482798333,directed
7667802186,5482798333,directed
37745076255,5482798333,directed
1992499836,5482798333,directed
38284643,5482798333,directed
39869012395,1806694333,directed
6004670700,1806694333,directed
25141609128,1806694333,directed
2164192628,1806694333,directed
48301145713,1806694333,directed
1587940662,1806694333,directed
6247145052,1806694333,directed
364386683,1806694333,directed
1116762877,1806694333,directed
1178406546,1806694333,directed
1567454315,1806694333,directed
4150881418,1806694333,directed
1500439295,1806694333,directed
5501659336,1806694333,directed
3421371248,1806694333,directed
1384178921,1806694333,directed
3973871196,1806694333,directed
69815713312,1806694333,directed
68013421708,1806694333,directed
70191583192,1806694333,directed
25589760834,64604673468,directed
4511732473,64604673468,directed
52147221468,64604673468,directed
5934541910,64604673468,directed
1493909801,64604673468,directed
7592751942,64604673468,directed
60514975902,64604673468,directed
47381134410,64604673468,directed
1544730441,64604673468,directed
52576844207,64604673468,directed
45037076371,64604673468,directed
45952208083,64604673468,directed
60518790286,64604673468,directed
3074750743,64604673468,directed
1422689862,64604673468,directed
47899284688,64604673468,directed
62206757061,64604673468,directed
59952610480,64604673468,directed
3602897955,64604673468,directed
11512680,64604673468,directed
7165,60742845960,directed
63920454235,60742845960,directed
62962024000,60742845960,directed
11389352167,60742845960,directed
11217552233,60742845960,directed
1562427774,60742845960,directed
63025558060,60742845960,directed
50227417,60742845960,directed
145701218,60742845960,directed
41217099,60742845960,directed
48981002152,60742845960,directed
66724116449,60742845960,directed
393162246,60742845960,directed
3658662311,60742845960,directed
61070551916,60742845960,directed
797665165,60742845960,directed
1932667066,60742845960,directed
178242797,60742845960,directed
63631004911,60742845960,directed
49642333355,60742845960,directed
64047959770,17458269535,directed
3180676092,17458269535,directed
52006029194,17458269535,directed
47858823445,17458269535,directed
7638252,17458269535,directed
61977521258,17458269535,directed
1160896479,17458269535,directed
30724394,17458269535,directed
6574777790,17458269535,directed
551742068,17458269535,directed
55020694900,17458269535,directed
53117752,17458269535,directed
52249544544,17458269535,directed
312979490,17458269535,directed
216108645,17458269535,directed
464366453,17458269535,directed
209521656,17458269535,directed
6784830991,17458269535,directed
210427808,17458269535,directed
194363088,17458269535,directed
55831226234,63879170807,directed
56738168497,63879170807,directed
39858864,63879170807,directed
286381366,63879170807,directed
62921819502,63879170807,directed
8652124901,63879170807,directed
53485276600,63879170807,directed
674975485,63879170807,directed
1020696831,63879170807,directed
1629180084,63879170807,directed
65152554048,63879170807,directed
6733220098,63879170807,directed
58033846239,63879170807,directed
50836933643,63879170807,directed
1160126075,63879170807,directed
57029806492,63879170807,directed
69471904074,63879170807,directed
68646884663,63879170807,directed
4511732473,63879170807,directed
60578886574,63879170807,directed
70086428119,69385830566,directed
57229493137,69385830566,directed
68070082617,69385830566,directed
69481028842,69385830566,directed
65877299555,69385830566,directed
66974244553,69385830566,directed
60185309015,69385830566,directed
63999942394,69385830566,directed
56310019926,69385830566,directed
69449199231,69385830566,directed
5675282584,69385830566,directed
13141247700,69385830566,directed
69456550651,69385830566,directed
66921900091,69385830566,directed
67018181461,69385830566,directed
40587096883,69385830566,directed
68360447284,69385830566,directed
9624750945,69385830566,directed
69179543988,69385830566,directed
3161923430,63034618140,directed
2206326802,63034618140,directed
5578512590,63034618140,directed
120807,63034618140,directed
47765158,63034618140,directed
255260754,63034618140,directed
391657759,63034618140,directed
64480111052,63034618140,directed
52420885272,63034618140,directed
52642883720,63034618140,directed
65360920132,63034618140,directed
59097305524,63034618140,directed
3484081299,63034618140,directed
55631796179,63034618140,directed
70177162019,63034618140,directed
65236883921,63034618140,directed
1620040172,63034618140,directed
432912709,63034618140,directed
63293352557,63034618140,directed
3447151976,63034618140,directed
42773802079,8514955351,directed
5686425113,8514955351,directed
52480074692,8514955351,directed
49859627287,8514955351,directed
14446405541,8514955351,directed
1832420557,8514955351,directed
6076294209,8514955351,directed
3248667119,8514955351,directed
8300211597,8514955351,directed
69455262166,8514955351,directed
47714468575,8514955351,directed
1245165739,8514955351,directed
289121957,8514955351,directed
25481158574,8514955351,directed
58061745858,8514955351,directed
66319771225,8514955351,directed
2290539670,8514955351,directed
27128002504,8514955351,directed
2944366,8514955351,directed
55328134994,8514955351,directed
7189344319,45864128804,directed
3163241739,45864128804,directed
1550753855,45864128804,directed
50284956904,45864128804,directed
1328235994,45864128804,directed
22713278881,45864128804,directed
1340454211,45864128804,directed
7145210691,45864128804,directed
6172199406,45864128804,directed
3087770776,45864128804,directed
50175686557,45864128804,directed
3186837093,45864128804,directed
314480313,45864128804,directed
2956497880,45864128804,directed
5846777921,45864128804,directed
30015532885,45864128804,directed
1389257341,45864128804,directed
3083196988,45864128804,directed
7038296967,45864128804,directed
24247415323,45864128804,directed
66109275282,60364842844,directed
2100674121,60364842844,directed
3092417224,60364842844,directed
39869012395,60364842844,directed
1719680560,60364842844,directed
37821862790,60364842844,directed
44570315894,60364842844,directed
205391755,60364842844,directed
3137519,60364842844,directed
580221942,60364842844,directed
3020140199,60364842844,directed
1713286685,60364842844,directed
65361839759,60364842844,directed
1492688885,60364842844,directed
2214845734,60364842844,directed
6662068109,60364842844,directed
182552150,60364842844,directed
20501556547,60364842844,directed
3269310610,60364842844,directed
61157250329,60364842844,directed
67019674353,67901915994,directed
61244325818,67901915994,directed
2955687045,67901915994,directed
51133550186,67901915994,directed
1449490986,67901915994,directed
64370305789,67901915994,directed
8734441618,67901915994,directed
1256518826,67901915994,directed
48589608938,67901915994,directed
69089939919,67901915994,directed
62333141537,67901915994,directed
4797293429,67901915994,directed
7625437284,67901915994,directed
14438999719,67901915994,directed
4073548453,67901915994,directed
65177206047,67901915994,directed
1508154418,67901915994,directed
68373949474,67901915994,directed
48969494481,67901915994,directed
56306781037,67901915994,directed
45011361855,47564432280,directed
26206785036,47564432280,directed
67978355725,47564432280,directed
65252642182,47564432280,directed
56861375882,47564432280,directed
57628588140,47564432280,directed
54368353814,47564432280,directed
67070376783,47564432280,directed
50815674140,47564432280,directed
2969757342,47564432280,directed
65683271603,47564432280,directed
70211415607,47564432280,directed
65419810622,47564432280,directed
46022559607,47564432280,directed
64540989939,47564432280,directed
67702979161,47564432280,directed
62937663539,47564432280,directed
65227536790,47564432280,directed
66559978031,47564432280,directed
68984496410,47564432280,directed
32788986255,70102928779,directed
4275569881,70102928779,directed
44009983881,70102928779,directed
1718606110,1629040805,directed
1837084948,1629040805,directed
1471607162,1629040805,directed
1425757977,1629040805,directed
36064732807,1629040805,directed
8067920462,1629040805,directed
3436304053,1629040805,directed
4007419693,1629040805,directed
58666457367,1629040805,directed
41183258639,1629040805,directed
3240924356,1629040805,directed
52158703903,1629040805,directed
3321723500,1629040805,directed
4106674845,1629040805,directed
4781293868,1629040805,directed
1563295280,1629040805,directed
7396500749,1629040805,directed
2208737391,1629040805,directed
2266747936,1629040805,directed
3170486612,1629040805,directed
62829276815,3596522044,directed
24080180448,3596522044,directed
64050345157,3596522044,directed
4015867831,3596522044,directed
4432859409,3596522044,directed
1690436759,3596522044,directed
26019846514,3596522044,directed
61982406847,3596522044,directed
62416129022,3596522044,directed
46579413331,3596522044,directed
63189154897,3596522044,directed
62619335162,3596522044,directed
10322852122,3596522044,directed
2044588248,3596522044,directed
5884636273,3596522044,directed
61032088691,3596522044,directed
55046583931,3596522044,directed
320328042,3596522044,directed
48760178376,3596522044,directed
5539754909,3596522044,directed
33653278751,31992258108,directed
66382528842,31992258108,directed
48842167161,31992258108,directed
34263540050,31992258108,directed
63816303611,31992258108,directed
69081766734,31992258108,directed
39402712983,31992258108,directed
7248129312,31992258108,directed
40247327977,31992258108,directed
51885365913,31992258108,directed
38455711406,31992258108,directed
51399413080,31992258108,directed
53973757187,31992258108,directed
63486926332,31992258108,directed
45641665322,31992258108,directed
50422052367,31992258108,directed
6919903547,31992258108,directed
56752554196,31992258108,directed
49798793620,31992258108,directed
50210040325,31992258108,directed
70119595717,64722258635,directed
67551803858,64722258635,directed
65185521198,64722258635,directed
66300619694,64722258635,directed
49845907920,64722258635,directed
69578674697,64722258635,directed
64413446797,64722258635,directed
69568866253,64722258635,directed
29160559616,64722258635,directed
64046993342,64722258635,directed
64199426995,64722258635,directed
56325795028,64722258635,directed
69511573422,64722258635,directed
13489443168,64722258635,directed
64116497476,64722258635,directed
34749961892,64722258635,directed
69668673364,64722258635,directed
68577834796,64722258635,directed
66727804168,64722258635,directed
6199888996,64722258635,directed
53520632942,1477539934,directed
62794288215,1477539934,directed
1483711238,1477539934,directed
3630470230,1477539934,directed
6325617455,1477539934,directed
58346803287,1477539934,directed
3738592242,1477539934,directed
2260498708,1477539934,directed
53396436686,1477539934,directed
56067897017,1477539934,directed
50789792437,1477539934,directed
1637110997,1477539934,directed
5032695123,1477539934,directed
3055589764,1477539934,directed
38969666887,1477539934,directed
58332895074,1477539934,directed
67100121448,1477539934,directed
48507276938,1477539934,directed
1637575065,1477539934,directed
8766145609,1477539934,directed
6676566047,12072598713,directed
6865450926,12072598713,directed
1359003271,12072598713,directed
21217805523,12072598713,directed
8289759194,12072598713,directed
571450105,12072598713,directed
3678333127,12072598713,directed
3495654670,12072598713,directed
204595164,12072598713,directed
67629390686,12072598713,directed
64121418254,12072598713,directed
52000033891,12072598713,directed
175494851,12072598713,directed
6286573828,12072598713,directed
58753869833,12072598713,directed
9737156,12072598713,directed
5812549076,12072598713,directed
3640080592,12072598713,directed
6493232240,12072598713,directed
4399796913,12072598713,directed
67955174525,51794575946,directed
55715745657,51794575946,directed
61897611936,51794575946,directed
1761250683,51794575946,directed
260196275,51794575946,directed
43444270830,6706973174,directed
463224606,6706973174,directed
1714494724,6706973174,directed
61413335476,6706973174,directed
278867103,6706973174,directed
209750748,6706973174,directed
305914172,6706973174,directed
1571852321,6706973174,directed
3577027551,6706973174,directed
1980777523,6706973174,directed
245880247,6706973174,directed
211705472,6706973174,directed
4621477,6706973174,directed
34612560,6706973174,directed
46164449541,6706973174,directed
425069252,6706973174,directed
204348570,6706973174,directed
379213638,6706973174,directed
1495117258,6706973174,directed
231675947,6706973174,directed
55223146474,3521474386,directed
67161255671,3521474386,directed
